WarNum,ccode,WarName,WarType,StateName,Side,StartMonth1,StartDay1,StartYear1,EndMonth1,EndDay1,EndYear1,StartMonth2,StartDay2,StartYear2,EndMonth2,EndDay2,EndYear2,TransFrom,WhereFought,Initiator,Outcome,TransTo,BatDeath,Version,total_battle_deaths,iso3c,lng_country,lat_country,lat,lng
139,140,World War II,1,Brazil,1,7,6,1944,5,7,1945,-8,-8,-8,-8,-8,-8,-8,2,2,1,-8,1000,4,13365088.567476002,BRA,-53.09783199,-10.78777567,52.518553,14.614435
99999900,900,World War II in Asia (approx),1,Australia,1,9,3,1939,8,14,1945,-8,-8,-8,-8,-8,-8,-8,16,2,1,-8,33826,4,3269818.432523998,AUS,134.49099877,-25.73288736,14.62,121.11
99999900,740,World War II in Asia (approx),1,Japan,2,12,7,1941,8,14,1945,-8,-8,-8,-8,-8,-8,-8,17,2,2,-8,1740000,4,3269818.432523998,JPN,138.03089212,37.59230065,14.62,121.11
139,200,World War II,1,United Kingdom,1,9,3,1939,8,14,1945,-8,-8,-8,-8,-8,-8,-8,15,2,1,-8,418765,4,13365088.567476002,GBR,-2.86563362,54.12387156,52.518553,14.614435
139,325,World War II,1,Italy,2,6,10,1940,9,2,1943,-8,-8,-8,-8,-8,-8,-8,14,2,2,-8,174500,4,13365088.567476002,ITA,12.07000946,42.79663568,52.518553,14.614435
139,211,World War II,1,Belgium,1,5,10,1940,5,28,1940,-8,-8,-8,-8,-8,-8,-8,2,2,1,-8,9600,4,13365088.567476002,BEL,4.64064572,50.63981435,52.518553,14.614435
139,290,World War II,1,Poland,1,9,1,1939,9,27,1939,-8,-8,-8,-8,-8,-8,-8,2,2,1,-8,320000,4,13365088.567476002,POL,19.39011841,52.12759537,52.518553,14.614435
139,355,World War II,1,Bulgaria,2,12,13,1941,9,8,1944,-8,-8,-8,-8,-8,-8,-8,2,2,2,-8,9000,4,13365088.567476002,BGR,25.21552327,42.76889988,52.518553,14.614435
139,365,World War II,1,USSR,1,6,22,1941,5,7,1945,8,8,1945,8,14,1945,-8,12,2,1,-8,7500000,4,13365088.567476002,RUS,96.68657347,61.98052168,52.518553,14.614435
139,560,World War II,1,South Africa,1,9,6,1939,8,14,1945,-8,-8,-8,-8,-8,-8,-8,4,2,1,-8,8700,4,13365088.567476002,ZAF,25.08388384,-29.0003377,52.518553,14.614435
139,385,World War II,1,Norway,1,4,9,1940,6,9,1940,-8,-8,-8,-8,-8,-8,-8,2,2,1,-8,3000,4,13365088.567476002,NOR,15.34832968,68.75014407,52.518553,14.614435
139,210,World War II,1,Netherlands,1,5,10,1940,5,14,1940,-8,-8,-8,-8,-8,-8,-8,2,2,1,-8,7900,4,13365088.567476002,NLD,5.2814735,52.10080804,52.518553,14.614435
139,375,World War II,1,Finland,2,6,25,1941,9,19,1944,-8,-8,-8,-8,-8,-8,-8,2,2,2,-8,65000,4,13365088.567476002,FIN,26.27467024,64.49884844,52.518553,14.614435
139,360,World War II,1,Romania,1,9,9,1944,5,7,1945,-8,-8,-8,-8,-8,-8,-8,2,2,1,-8,10000,4,13365088.567476002,ROU,24.97293286,45.85242939,52.518553,14.614435
139,530,World War II,1,Ethiopia,1,1,24,1941,7,3,1941,-8,-8,-8,-8,-8,-8,-8,4,2,1,-8,5000,4,13365088.567476002,ETH,39.6008014,8.62278417,52.518553,14.614435
99999900,920,World War II in Asia (approx),1,New Zealand,1,9,3,1939,8,14,1945,-8,-8,-8,-8,-8,-8,-8,16,2,1,-8,12200,4,3269818.432523998,NZL,171.48495391,-41.81112825,14.62,121.11
99999900,710,World War II in Asia (approx),1,China,1,12,7,1941,8,14,1945,-8,-8,-8,-8,-8,-8,-8,7,2,1,-8,1350000,4,3269818.432523998,CHN,103.81907385,36.56176801,14.62,121.11
139,350,World War II,1,Greece,1,10,25,1940,4,23,1941,-8,-8,-8,-8,-8,-8,-8,2,2,1,-8,18300,4,13365088.567476002,GRC,22.95556207,39.07466973,52.518553,14.614435
139,220,World War II,1,France,2,7,7,1940,7,14,1941,-8,-8,-8,-8,-8,-8,-8,2,2,2,-8,2500,4,13365088.567476002,FRA,2.53618475,46.18700581,52.518553,14.614435
139,20,World War II,1,Canada,1,9,10,1939,8,14,1945,-8,-8,-8,-8,-8,-8,-8,2,2,1,-8,41992,4,13365088.567476002,CAN,-98.307757230000007,61.36206827,52.518553,14.614435
139,325,World War II,1,Italy,1,10,18,1943,5,7,1945,-8,-8,-8,-8,-8,-8,-8,14,2,1,-8,52400,4,13365088.567476002,ITA,12.07000946,42.79663568,52.518553,14.614435
139,360,World War II,1,Romania,2,6,22,1941,8,23,1944,-8,-8,-8,-8,-8,-8,-8,2,2,2,-8,290000,4,13365088.567476002,ROU,24.97293286,45.85242939,52.518553,14.614435
142,375,Russo-Finnish,1,Finland,2,11,30,1939,3,12,1940,-8,-8,-8,-8,-8,-8,-8,2,2,2,-8,24923,4,151798,FIN,26.27467024,64.49884844,60.1699,24.9384
142,365,Russo-Finnish,1,USSR,1,11,30,1939,3,12,1940,-8,-8,-8,-8,-8,-8,-8,2,1,1,-8,126875,4,151798,RUS,96.68657347,61.98052168,60.1699,24.9384
145,220,Franco-Thai,1,France,2,12,1,1940,1,28,1941,-8,-8,-8,-8,-8,-8,-8,7,2,2,-8,700,4,1400,FRA,2.53618475,46.18700581,17.885662,102.565174
145,800,Franco-Thai,1,Thailand,1,12,1,1940,1,28,1941,-8,-8,-8,-8,-8,-8,-8,7,1,1,-8,700,4,1400,THA,101.00288352,15.11816347,17.885662,102.565174
147,750,First Kashmir,1,India,1,10,26,1947,1,1,1949,-8,-8,-8,-8,-8,-8,-8,7,1,6,-8,2500,4,3500,IND,79.61197355,22.88578035,33.081916,75.977594
147,770,First Kashmir,1,Pakistan,2,10,26,1947,1,1,1949,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,1000,4,3500,PAK,69.33958027,29.94975221,33.081916,75.977594
148,652,Arab-Israeli,1,Syria,2,5,15,1948,7,18,1948,10,15,1948,10,31,1948,1572,6,2,2,-8,1000,4,8000,SYR,38.50787939,35.02547248,32.281462,34.851044
148,666,Arab-Israeli,1,Israel,1,5,15,1948,7,18,1948,10,15,1948,1,7,1949,1572,6,2,1,-8,3000,4,8000,ISR,35.00444995,31.4611019,32.281462,34.851044
148,660,Arab-Israeli,1,Lebanon,2,5,15,1948,7,18,1948,10,15,1948,10,31,1948,1572,6,2,2,-8,500,4,8000,LBN,35.88016327,33.92306993,32.281462,34.851044
148,645,Arab-Israeli,1,Iraq,2,5,15,1948,7,18,1948,10,15,1948,10,31,1948,1572,6,2,2,-8,500,4,8000,IRQ,43.74353204,33.03970511,32.281462,34.851044
148,663,Arab-Israeli,1,Jordan,2,5,15,1948,7,18,1948,10,15,1948,10,31,1948,1572,6,1,2,-8,1000,4,8000,JOR,36.77137251,31.24579389,32.281462,34.851044
148,651,Arab-Israeli,1,Egypt,2,5,15,1948,7,18,1948,10,15,1948,1,7,1949,1572,6,2,2,-8,2000,4,8000,EGY,29.8618993,26.49593108,32.281462,34.851044
151,211,Korean,1,Belgium,1,1,20,1951,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,97,4,910084,BEL,4.64064572,50.63981435,37.9558,126.677
151,220,Korean,1,France,1,1,1,1951,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,288,4,910084,FRA,2.53618475,46.18700581,37.9558,126.677
151,640,Korean,1,Turkey,1,10,18,1950,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,717,4,910084,TUR,35.16895529,39.06160342,37.9558,126.677
151,530,Korean,1,Ethiopia,1,5,1,1951,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,120,4,910084,ETH,39.6008014,8.62278417,37.9558,126.677
151,732,Korean,1,South Korea,1,6,24,1950,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,113248,4,910084,KOR,127.83916926,36.3852463,37.9558,126.677
151,200,Korean,1,United Kingdom,1,8,29,1950,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,710,4,910084,GBR,-2.86563362,54.12387156,37.9558,126.677
151,210,Korean,1,Netherlands,1,1,20,1951,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,111,4,910084,NLD,5.2814735,52.10080804,37.9558,126.677
151,900,Korean,1,Australia,1,12,10,1950,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,291,4,910084,AUS,134.49099877,-25.73288736,37.9558,126.677
151,710,Korean,1,China,2,10,27,1950,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,422612,4,910084,CHN,103.81907385,36.56176801,37.9558,126.677
151,840,Korean,1,Philippines,1,9,16,1950,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,92,4,910084,PHL,122.88392153,11.77539737,37.9558,126.677
151,350,Korean,1,Greece,1,1,20,1951,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,169,4,910084,GRC,22.95556207,39.07466973,37.9558,126.677
151,20,Korean,1,Canada,1,12,19,1950,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,309,4,910084,CAN,-98.307757230000007,61.36206827,37.9558,126.677
151,2,Korean,1,United States of America,1,6,27,1950,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,54487,4,910084,USA,-112.46167057,45.67955203,37.9558,126.677
151,731,Korean,1,North Korea,2,6,24,1950,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,1,6,-8,316579,4,910084,PRK,127.19247812,40.15350291,37.9558,126.677
151,100,Korean,1,Colombia,1,6,6,1951,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,140,4,910084,COL,-73.08114936,3.91383156,37.9558,126.677
151,800,Korean,1,Thailand,1,1,20,1951,7,27,1953,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,114,4,910084,THA,101.00288352,15.11816347,37.9558,126.677
153,710,Off-shore Islands,1,China,1,9,3,1954,4,23,1955,-8,-8,-8,-8,-8,-8,-8,7,1,1,-8,1003,4,2370,CHN,103.81907385,36.56176801,24.439791,118.402923
153,713,Off-shore Islands,1,Taiwan,2,9,3,1954,4,23,1955,-8,-8,-8,-8,-8,-8,-8,7,2,2,-8,1367,4,2370,TWN,120.95427264,23.75400343,24.439791,118.402923
155,200,Sinai War,1,United Kingdom,1,10,31,1956,11,6,1956,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,22,4,3221,GBR,-2.86563362,54.12387156,30.3694,34.6071
155,220,Sinai War,1,France,1,10,31,1956,11,6,1956,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,10,4,3221,FRA,2.53618475,46.18700581,30.3694,34.6071
155,666,Sinai War,1,Israel,1,10,29,1956,11,6,1956,-8,-8,-8,-8,-8,-8,-8,6,1,1,-8,189,4,3221,ISR,35.00444995,31.4611019,30.3694,34.6071
155,651,Sinai War,1,Egypt,2,10,29,1956,11,6,1956,-8,-8,-8,-8,-8,-8,-8,6,2,2,-8,3000,4,3221,EGY,29.8618993,26.49593108,30.3694,34.6071
156,365,Soviet Invasion of Hungary,1,USSR,1,11,4,1956,11,14,1956,-8,-8,-8,-8,-8,-8,-8,2,1,1,-8,1500,4,2426,RUS,96.68657347,61.98052168,47.4979,19.0402
156,310,Soviet Invasion of Hungary,1,Hungary,2,11,4,1956,11,14,1956,-8,-8,-8,-8,-8,-8,-8,2,2,2,-8,926,4,2426,HUN,19.39559381,47.16277712,47.4979,19.0402
158,600,IfniWar,1,Morocco,2,11,21,1957,4,10,1958,-8,-8,-8,-8,-8,-8,-8,6,1,2,-8,1000,4,1122,MAR,-8.45616045,29.83762793,29.353335,-10.186582
158,220,IfniWar,1,France,1,2,10,1958,4,10,1958,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,0,4,1122,FRA,2.53618475,46.18700581,29.353335,-10.186582
158,230,IfniWar,1,Spain,1,11,21,1957,4,10,1958,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,122,4,1122,ESP,-3.64754874,40.24448626,29.353335,-10.186582
159,710,Taiwan Straits,1,China (PRC),1,8,23,1958,11,23,1958,-8,-8,-8,-8,-8,-8,-8,7,1,6,-8,300,4,1800,CHN,103.81907385,36.56176801,24.44751,118.353383
159,713,Taiwan Straits,1,Taiwan (ROC),2,8,23,1958,11,23,1958,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,1500,4,1800,TWN,120.95427264,23.75400343,24.44751,118.353383
160,750,Assam,1,India,2,10,20,1962,11,22,1962,-8,-8,-8,-8,-8,-8,-8,7,2,2,-8,1353,4,1853,IND,79.61197355,22.88578035,33.557171,78.745692
160,710,Assam,1,China (PRC),1,10,20,1962,11,22,1962,-8,-8,-8,-8,-8,-8,-8,7,1,1,-8,500,4,1853,CHN,103.81907385,36.56176801,33.557171,78.745692
163,817,"Vietnam War, Phase 2",1,South Vietnam,2,2,7,1965,4,30,1975,-8,-8,-8,-8,-8,-8,748,7,2,2,-8,254257,4,1021442,NA,NA,NA,17.01,106.82
163,811,"Vietnam War, Phase 2",1,Cambodia,2,3,1,1970,4,17,1975,-8,-8,-8,-8,-8,-8,748,7,2,2,-8,2500,4,1021442,KHM,104.90694312,12.72004932,17.01,106.82
163,840,"Vietnam War, Phase 2",1,Philippines,2,10,1,1966,1,28,1973,-8,-8,-8,-8,-8,-8,748,7,2,2,-8,1000,4,1021442,PHL,122.88392153,11.77539737,17.01,106.82
163,900,"Vietnam War, Phase 2",1,Australia,2,2,7,1965,12,20,1972,-8,-8,-8,-8,-8,-8,748,7,2,2,-8,494,4,1021442,AUS,134.49099877,-25.73288736,17.01,106.82
163,2,"Vietnam War, Phase 2",1,United States of America,2,2,7,1965,1,27,1973,-8,-8,-8,-8,-8,-8,748,7,1,2,-8,58153,4,1021442,USA,-112.46167057,45.67955203,17.01,106.82
163,732,"Vietnam War, Phase 2",1,South Korea,2,5,1,1965,1,28,1973,-8,-8,-8,-8,-8,-8,748,7,2,2,-8,4687,4,1021442,KOR,127.83916926,36.3852463,17.01,106.82
163,816,"Vietnam War, Phase 2",1,Vietnam,1,2,7,1965,4,30,1975,-8,-8,-8,-8,-8,-8,748,7,2,1,-8,700000,4,1021442,VNM,106.29913857,16.64601451,17.01,106.82
163,800,"Vietnam War, Phase 2",1,Thailand,2,10,1,1967,1,28,1973,-8,-8,-8,-8,-8,-8,748,7,2,2,-8,351,4,1021442,THA,101.00288352,15.11816347,17.01,106.82
166,750,Second Kashmir,1,India,2,8,5,1965,9,23,1965,-8,-8,-8,-8,-8,-8,-8,7,2,2,-8,3261,4,7061,IND,79.61197355,22.88578035,33.7594,76.6126
166,770,Second Kashmir,1,Pakistan,1,8,5,1965,9,23,1965,-8,-8,-8,-8,-8,-8,-8,7,1,1,-8,3800,4,7061,PAK,69.33958027,29.94975221,33.7594,76.6126
169,666,Six Day War,1,Israel,1,6,5,1967,6,10,1967,-8,-8,-8,-8,-8,-8,-8,6,1,1,-8,1000,4,19600,ISR,35.00444995,31.4611019,30.9629,32.3016
169,663,Six Day War,1,Jordan,2,6,5,1967,6,10,1967,-8,-8,-8,-8,-8,-8,-8,6,2,2,-8,6100,4,19600,JOR,36.77137251,31.24579389,30.9629,32.3016
169,651,Six Day War,1,Egypt,2,6,5,1967,6,10,1967,-8,-8,-8,-8,-8,-8,-8,6,2,2,-8,10000,4,19600,EGY,29.8618993,26.49593108,30.9629,32.3016
169,652,Six Day War,1,Syria,2,6,5,1967,6,10,1967,-8,-8,-8,-8,-8,-8,-8,6,2,2,-8,2500,4,19600,SYR,38.50787939,35.02547248,30.9629,32.3016
170,800,"Second Laotian, Phase 2",1,Thailand,2,3,17,1970,4,17,1973,-8,-8,-8,-8,-8,-8,756,7,2,2,-8,-9,4,13875,THA,101.00288352,15.11816347,13.2301,106.617
170,2,"Second Laotian, Phase 2",1,United States of America,2,1,13,1968,4,17,1973,-8,-8,-8,-8,-8,-8,756,7,2,2,-8,375,4,13875,USA,-112.46167057,45.67955203,13.2301,106.617
170,812,"Second Laotian, Phase 2",1,Laos,2,1,13,1968,4,17,1973,-8,-8,-8,-8,-8,-8,756,7,2,2,-8,11250,4,13875,LAO,103.73772128,18.50217971,13.2301,106.617
170,816,"Second Laotian, Phase 2",1,Vietnam,1,1,13,1968,4,17,1973,-8,-8,-8,-8,-8,-8,756,7,1,1,-8,2250,4,13875,VNM,106.29913857,16.64601451,13.2301,106.617
172,651,War of Attrition,1,Egypt,2,3,6,1969,8,7,1970,-8,-8,-8,-8,-8,-8,-8,6,1,6,-8,5000,4,5368,EGY,29.8618993,26.49593108,30.9629,32.3016
172,666,War of Attrition,1,Israel,1,3,6,1969,8,7,1970,-8,-8,-8,-8,-8,-8,-8,6,2,6,-8,368,4,5368,ISR,35.00444995,31.4611019,30.9629,32.3016
175,92,Football War,1,El Salvador,1,7,14,1969,7,18,1969,-8,-8,-8,-8,-8,-8,-8,1,1,1,-8,700,4,1900,SLV,-88.87164456,13.73944008,13.8792,-88.3707
175,91,Football War,1,Honduras,2,7,14,1969,7,18,1969,-8,-8,-8,-8,-8,-8,-8,1,2,2,-8,1200,4,1900,HND,-86.61516846,14.82688225,13.8792,-88.3707
176,816,Communist Coalition,1,Vietnam,1,3,23,1970,7,2,1971,-8,-8,-8,-8,-8,-8,-8,7,1,4,785,400,4,6525,VNM,106.29913857,16.64601451,19.2248,104.094
176,2,Communist Coalition,1,United States of America,2,5,1,1970,7,2,1971,-8,-8,-8,-8,-8,-8,-8,7,2,4,785,125,4,6525,USA,-112.46167057,45.67955203,19.2248,104.094
176,817,Communist Coalition,1,South Vietnam,2,5,1,1970,7,2,1971,-8,-8,-8,-8,-8,-8,-8,7,2,4,785,1000,4,6525,NA,NA,NA,19.2248,104.094
176,811,Communist Coalition,1,Cambodia,2,3,23,1970,7,2,1971,-8,-8,-8,-8,-8,-8,-8,7,2,4,785,5000,4,6525,KHM,104.90694312,12.72004932,19.2248,104.094
178,750,Bangladesh,1,India,1,12,3,1971,12,17,1971,-8,-8,-8,-8,-8,-8,782,7,2,1,-8,3241,4,11223,IND,79.61197355,22.88578035,25.224762,88.865899
178,770,Bangladesh,1,Pakistan,2,12,3,1971,12,17,1971,-8,-8,-8,-8,-8,-8,782,7,1,2,-8,7982,4,11223,PAK,69.33958027,29.94975221,25.224762,88.865899
181,670,Yom Kippur War,1,Saudi Arabia,2,10,10,1973,10,24,1973,-8,-8,-8,-8,-8,-8,-8,6,2,2,-8,100,4,14439,SAU,44.53687041,24.12245467,33.0388,35.8546
181,666,Yom Kippur War,1,Israel,1,10,6,1973,10,24,1973,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,2838,4,14439,ISR,35.00444995,31.4611019,33.0388,35.8546
181,651,Yom Kippur War,1,Egypt,2,10,6,1973,10,24,1973,-8,-8,-8,-8,-8,-8,-8,6,1,2,-8,7700,4,14439,EGY,29.8618993,26.49593108,33.0388,35.8546
181,652,Yom Kippur War,1,Syria,2,10,6,1973,10,24,1973,-8,-8,-8,-8,-8,-8,-8,6,1,2,-8,3500,4,14439,SYR,38.50787939,35.02547248,33.0388,35.8546
181,663,Yom Kippur War,1,Jordan,2,10,10,1973,10,24,1973,-8,-8,-8,-8,-8,-8,-8,6,2,2,-8,23,4,14439,JOR,36.77137251,31.24579389,33.0388,35.8546
181,645,Yom Kippur War,1,Iraq,2,10,6,1973,10,24,1973,-8,-8,-8,-8,-8,-8,-8,6,2,2,-8,278,4,14439,IRQ,43.74353204,33.03970511,33.0388,35.8546
184,640,Turco-Cypriot,1,Turkey,1,7,20,1974,7,29,1974,8,14,1974,8,16,1974,-8,2,1,1,-8,1000,4,1500,TUR,35.16895529,39.06160342,35.0459,33.2218
184,352,Turco-Cypriot,1,Cyprus,2,7,20,1974,7,29,1974,8,14,1974,8,16,1974,-8,2,2,2,-8,500,4,1500,CYP,33.5684401,35.2627605,35.0459,33.2218
184,352,Turco-Cypriot,1,Cyprus,2,7,20,1974,7,29,1974,8,14,1974,8,16,1974,-8,2,2,2,-8,500,4,1500,CYP,33.00600358,34.91666932,35.0459,33.2218
186,560,War over Angola,1,South Africa,2,10,23,1975,2,12,1976,-8,-8,-8,-8,-8,-8,1581,4,1,4,804,100,4,2700,ZAF,25.08388384,-29.0003377,-12.589568,17.026094
186,490,War over Angola,1,Democratic Republic of the Congo,2,10,23,1975,2,12,1976,-8,-8,-8,-8,-8,-8,1581,4,2,4,804,100,4,2700,COD,23.64395637,-2.87746013,-12.589568,17.026094
186,40,War over Angola,1,Cuba,1,10,23,1975,2,12,1976,-8,-8,-8,-8,-8,-8,1581,4,2,4,804,1500,4,2700,CUB,-79.01606913,21.62290023,-12.589568,17.026094
186,540,War over Angola,1,Angola,1,11,11,1975,2,12,1976,-8,-8,-8,-8,-8,-8,1581,4,2,4,804,1000,4,2700,AGO,17.53736149,-12.29336112,-12.589568,17.026094
187,520,"Second Ogaden War, Phase 2",1,Somalia,2,7,23,1977,3,9,1978,-8,-8,-8,-8,-8,-8,805,4,1,4,808,8000,4,10500,SOM,45.70716243,4.75065195,7.70284,47.6729
187,40,"Second Ogaden War, Phase 2",1,Cuba,1,11,23,1977,3,9,1978,-8,-8,-8,-8,-8,-8,805,4,2,4,808,700,4,10500,CUB,-79.01606913,21.62290023,7.70284,47.6729
187,530,"Second Ogaden War, Phase 2",1,Ethiopia,1,7,23,1977,3,9,1978,-8,-8,-8,-8,-8,-8,805,4,2,4,808,1800,4,10500,ETH,39.6008014,8.62278417,7.70284,47.6729
189,811,Vietnamese-Cambodian,1,Cambodia,2,9,24,1977,1,8,1979,-8,-8,-8,-8,-8,-8,-8,7,1,4,475,5000,4,8000,KHM,104.90694312,12.72004932,11.5449,104.892
189,816,Vietnamese-Cambodian,1,Vietnam,1,9,24,1977,1,8,1979,-8,-8,-8,-8,-8,-8,-8,7,2,4,475,3000,4,8000,VNM,106.29913857,16.64601451,11.5449,104.892
190,500,Ugandian-Tanzanian,1,Uganda,2,10,28,1978,4,11,1979,-8,-8,-8,-8,-8,-8,-8,4,1,2,-8,1500,4,3000,UGA,32.36907536,1.27469024,-1.00008,32.1947
190,510,Ugandian-Tanzanian,1,Tanzania,1,10,28,1978,4,11,1979,-8,-8,-8,-8,-8,-8,-8,4,2,1,-8,1000,4,3000,TZA,34.81310214,-6.27565815,-1.00008,32.1947
190,620,Ugandian-Tanzanian,1,Libya,2,2,1,1979,4,11,1979,-8,-8,-8,-8,-8,-8,-8,4,2,2,-8,500,4,3000,LBY,18.00865782,27.03094247,-1.00008,32.1947
193,816,Sino-Vietnamese Punitive,1,Vietnam,2,2,17,1979,3,16,1979,-8,-8,-8,-8,-8,-8,-8,7,2,2,-8,8000,4,21000,VNM,106.29913857,16.64601451,23.2844,105.201
193,710,Sino-Vietnamese Punitive,1,China,1,2,17,1979,3,16,1979,-8,-8,-8,-8,-8,-8,-8,7,1,1,-8,13000,4,21000,CHN,103.81907385,36.56176801,23.2844,105.201
199,645,Iran-Iraq,1,Iraq,2,9,22,1980,8,20,1988,-8,-8,-8,-8,-8,-8,-8,6,1,6,-8,500000,4,1250000,IRQ,43.74353204,33.03970511,30.4622,48.0287
199,630,Iran-Iraq,1,Iran,1,9,22,1980,8,20,1988,-8,-8,-8,-8,-8,-8,-8,6,2,6,-8,750000,4,1250000,IRN,54.27407071,32.57503287,30.4622,48.0287
202,160,Falkland Islands,1,Argentina,2,3,25,1982,6,15,1982,-8,-8,-8,-8,-8,-8,-8,1,1,2,-8,746,4,1001,ARG,-65.17980881,-35.38135347,-51.7963,-59.5236
202,200,Falkland Islands,1,United Kingdom,1,3,25,1982,6,15,1982,-8,-8,-8,-8,-8,-8,-8,1,2,1,-8,255,4,1001,GBR,-2.86563362,54.12387156,-51.7963,-59.5236
205,652,War over Lebanon,1,Syria,2,4,21,1982,9,15,1982,-8,-8,-8,-8,-8,-8,-8,6,2,6,-8,1200,4,1655,SYR,38.50787939,35.02547248,33.8938,35.5018
205,666,War over Lebanon,1,Israel,1,4,21,1982,9,15,1982,-8,-8,-8,-8,-8,-8,-8,6,1,6,-8,455,4,1655,ISR,35.00444995,31.4611019,33.8938,35.5018
207,483,War over the Aouzou Strip,1,Chad,1,11,15,1986,9,11,1987,-8,-8,-8,-8,-8,-8,-8,18,1,1,-8,1000,4,8000,TCD,18.64493211,15.33333336,21.812487,17.453119
207,620,War over the Aouzou Strip,1,Libya,2,11,15,1986,9,11,1987,-8,-8,-8,-8,-8,-8,-8,18,2,2,-8,7000,4,8000,LBY,18.00865782,27.03094247,21.812487,17.453119
208,816,Sino-Vietnamese Border War,1,Vietnam,2,1,5,1987,2,6,1987,-8,-8,-8,-8,-8,-8,-8,7,2,6,-8,2200,4,4000,VNM,106.29913857,16.64601451,23.2844,105.201
208,710,Sino-Vietnamese Border War,1,China,1,1,5,1987,2,6,1987,-8,-8,-8,-8,-8,-8,-8,7,1,6,-8,1800,4,4000,CHN,103.81907385,36.56176801,23.2844,105.201
211,698,Gulf War,1,Oman,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,0,4,41466,OMN,56.09165967,20.60515412,29.362458,47.698599
211,200,Gulf War,1,United Kingdom,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,24,4,41466,GBR,-2.86563362,54.12387156,29.362458,47.698599
211,325,Gulf War,1,Italy,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,0,4,41466,ITA,12.07000946,42.79663568,29.362458,47.698599
211,651,Gulf War,1,Egypt,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,14,4,41466,EGY,29.8618993,26.49593108,29.362458,47.698599
211,20,Gulf War,1,Canada,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,0,4,41466,CAN,-98.307757230000007,61.36206827,29.362458,47.698599
211,694,Gulf War,1,Qatar,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,0,4,41466,QAT,51.18478512,25.30600936,29.362458,47.698599
211,600,Gulf War,1,Morocco,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,0,4,41466,MAR,-8.45616045,29.83762793,29.362458,47.698599
211,2,Gulf War,1,United States of America,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,376,4,41466,USA,-112.46167057,45.67955203,29.362458,47.698599
211,696,Gulf War,1,United Arab Emirates,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,6,4,41466,ARE,54.30015737,23.90527175,29.362458,47.698599
211,670,Gulf War,1,Saudi Arabia,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,44,4,41466,SAU,44.53687041,24.12245467,29.362458,47.698599
211,645,Gulf War,1,Iraq,2,8,2,1990,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,1,2,-8,40000,4,41466,IRQ,43.74353204,33.03970511,29.362458,47.698599
211,220,Gulf War,1,France,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,2,4,41466,FRA,2.53618475,46.18700581,29.362458,47.698599
211,690,Gulf War,1,Kuwait,1,8,2,1990,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,1000,4,41466,KWT,47.58699362,29.33431677,29.362458,47.698599
211,652,Gulf War,1,Syria,1,1,16,1991,4,11,1991,-8,-8,-8,-8,-8,-8,-8,6,2,1,-8,0,4,41466,SYR,38.50787939,35.02547248,29.362458,47.698599
